Source,Target,Type,Id,Label,timeset,Weight
1398407226,261772246,Directed,78110,,,1
16272844,38625077,Directed,78112,,,29
3163148070,38625077,Directed,78113,,,2
1446352422272528385,38625077,Directed,78117,,,1
567138931,38625077,Directed,78120,,,1
1222274097935073281,38625077,Directed,78125,,,7
89505108,38625077,Directed,78127,,,1
339273624,38625077,Directed,78128,,,1
17688080,38625077,Directed,78129,,,1
838084501553221634,38625077,Directed,78130,,,1
1334535386559746048,38625077,Directed,78131,,,1
776246636,38625077,Directed,78133,,,2
450075824,38625077,Directed,78134,,,1
1209617399739080704,38625077,Directed,78136,,,1
1442911147456282624,38625077,Directed,78139,,,1
1307948858010267648,38625077,Directed,78141,,,1
398455202,38625077,Directed,78150,,,1
63606251,38625077,Directed,78151,,,1
1223950760,38625077,Directed,78155,,,1
1295041264220540929,38625077,Directed,78156,,,1
938449472715026433,38625077,Directed,78158,,,1
385678932,38625077,Directed,78159,,,1
494259870,38625077,Directed,78160,,,1
1426726511583932416,38625077,Directed,78161,,,1
291336460,38625077,Directed,78162,,,1
2978651261,38625077,Directed,78163,,,1
425710711,38625077,Directed,78164,,,1
1636677512,38625077,Directed,78165,,,1
3237987454,38625077,Directed,78166,,,1
609432652,38625077,Directed,78167,,,1
722527003,38625077,Directed,78168,,,1
378860765,38625077,Directed,78169,,,1
1696849597,38625077,Directed,78170,,,1
3145959239,38625077,Directed,78171,,,1
1706203484,38625077,Directed,78172,,,1
214492262,38625077,Directed,78173,,,1
154311944,38625077,Directed,78174,,,1
2339733614,38625077,Directed,78178,,,1
1035959701,38625077,Directed,78179,,,1
32659679,38625077,Directed,78183,,,1
3093802429,38625077,Directed,78184,,,1
72095672,38625077,Directed,78188,,,1
27068599,38625077,Directed,78189,,,1
206220968,38625077,Directed,78190,,,1
21665234,38625077,Directed,78191,,,1
265419095,38625077,Directed,78192,,,1
285771480,38625077,Directed,78193,,,1
751323004081143808,38625077,Directed,78194,,,1
492468946,38625077,Directed,78195,,,1
2978018901,38625077,Directed,78196,,,1
1362830506077786118,38625077,Directed,78197,,,1
54034509,1063494232126689280,Directed,78198,,,1
2506299709,1063494232126689280,Directed,78199,,,10
896911058459340800,1063494232126689280,Directed,78200,,,2
4834905915,1063494232126689280,Directed,78201,,,6
3948995117,1063494232126689280,Directed,78202,,,3
161552398,1063494232126689280,Directed,78203,,,3
578590553,1063494232126689280,Directed,78204,,,4
1066847336050147329,1063494232126689280,Directed,78205,,,4
129863114,1063494232126689280,Directed,78206,,,4
1342848846,1063494232126689280,Directed,78207,,,4
1252621477674921985,1063494232126689280,Directed,78209,,,1
1294756234374111236,1063494232126689280,Directed,78210,,,3
896523848,1063494232126689280,Directed,78211,,,5
2377760095,1063494232126689280,Directed,78212,,,5
2181094165,1063494232126689280,Directed,78213,,,1
262305830,1063494232126689280,Directed,78217,,,2
568429780,1063494232126689280,Directed,78222,,,4
896874095106826240,1063494232126689280,Directed,78226,,,1
229570590,1063494232126689280,Directed,78228,,,1
763991641,1063494232126689280,Directed,78229,,,1
1211653933875089408,1063494232126689280,Directed,78231,,,1
1439240496921161733,1063494232126689280,Directed,78233,,,2
1440664285210767367,1063494232126689280,Directed,78235,,,3
1401765171601850373,1063494232126689280,Directed,78236,,,2
562762571,1063494232126689280,Directed,78239,,,1
1326481061296082945,1063494232126689280,Directed,78240,,,1
1009785173011988480,1063494232126689280,Directed,78241,,,3
580978766,1063494232126689280,Directed,78242,,,2
2693735376,1063494232126689280,Directed,78243,,,6
599677550,1063494232126689280,Directed,78245,,,3
1349200706037805057,1063494232126689280,Directed,78246,,,1
276093811,1063494232126689280,Directed,78247,,,1
797430894,1063494232126689280,Directed,78251,,,1
195049872,1063494232126689280,Directed,78253,,,1
1428915745933742082,1063494232126689280,Directed,78255,,,2
1707025764,1063494232126689280,Directed,78256,,,2
2975160689,1063494232126689280,Directed,78257,,,1
768306276,1063494232126689280,Directed,78258,,,3
1440532151582134272,1063494232126689280,Directed,78259,,,3
708387548859604992,1063494232126689280,Directed,78260,,,1
1738057094,1063494232126689280,Directed,78261,,,1
121477706,1063494232126689280,Directed,78264,,,1
94045996,1063494232126689280,Directed,78265,,,1
1241360253960237057,1063494232126689280,Directed,78266,,,1
4623339465,1063494232126689280,Directed,78267,,,2
532739227,1063494232126689280,Directed,78268,,,1
754319153951944704,1063494232126689280,Directed,78269,,,1
2403281177,1063494232126689280,Directed,78270,,,1
240364410,1063494232126689280,Directed,78271,,,1
1268197814,1063494232126689280,Directed,78272,,,1
506618878,1063494232126689280,Directed,78273,,,1
1337859846385889283,1063494232126689280,Directed,78275,,,1
1251518605600206850,1063494232126689280,Directed,78276,,,1
873256308660719617,1063494232126689280,Directed,78277,,,1
1426123212220424193,1063494232126689280,Directed,78278,,,1
12220452,1063494232126689280,Directed,78279,,,1
97904065,1063494232126689280,Directed,78280,,,3
506816322,1063494232126689280,Directed,78281,,,1
72950055,1063494232126689280,Directed,78283,,,1
832055013467889664,1063494232126689280,Directed,78284,,,1
280223998,1063494232126689280,Directed,78285,,,1
1040405782402084864,1063494232126689280,Directed,78287,,,1
259067553,1063494232126689280,Directed,78288,,,1
161748431,1063494232126689280,Directed,78289,,,1
142889852,1063494232126689280,Directed,78290,,,1
1372521854632611843,1063494232126689280,Directed,78291,,,1
303922812,1063494232126689280,Directed,78292,,,1
122999764,1063494232126689280,Directed,78293,,,2
3433719760,1063494232126689280,Directed,78295,,,1
105975090,1063494232126689280,Directed,78296,,,1
213469437,1063494232126689280,Directed,78297,,,1
134876261,1063494232126689280,Directed,78298,,,9
1113612686783283200,1063494232126689280,Directed,78299,,,2
2382402638,1063494232126689280,Directed,78300,,,1
2801095093,1063494232126689280,Directed,78301,,,1
892064864,1063494232126689280,Directed,78302,,,2
115587493,1063494232126689280,Directed,78303,,,5
105106236,1063494232126689280,Directed,78304,,,1
1165944978,1063494232126689280,Directed,78305,,,1
598641595,1063494232126689280,Directed,78307,,,1
776856139,1063494232126689280,Directed,78308,,,2
792139214,1063494232126689280,Directed,78309,,,2
2995187879,1063494232126689280,Directed,78310,,,1
3290638083,1063494232126689280,Directed,78311,,,1
80034004,1063494232126689280,Directed,78312,,,1
1090055713462865925,1063494232126689280,Directed,78313,,,1
1939552088,1063494232126689280,Directed,78314,,,3
129316450,1063494232126689280,Directed,78316,,,1
1325446172,1063494232126689280,Directed,78317,,,1
1437734637531504644,1063494232126689280,Directed,78318,,,1
2986879348,1063494232126689280,Directed,78319,,,1
1012178620209606656,1063494232126689280,Directed,78320,,,1
1426651135582998531,1063494232126689280,Directed,78323,,,1
437853191,1063494232126689280,Directed,78324,,,1
361881477,1063494232126689280,Directed,78326,,,1
630583335,1063494232126689280,Directed,78327,,,1
1287451187860639744,1063494232126689280,Directed,78328,,,1
718235089562419201,1063494232126689280,Directed,78329,,,1
998328097,1063494232126689280,Directed,78330,,,2
3015024748,1063494232126689280,Directed,78331,,,1
313250205,1063494232126689280,Directed,78332,,,1
817873908779073536,1063494232126689280,Directed,78333,,,1
109567991,1063494232126689280,Directed,78334,,,1
1402679875631190017,1063494232126689280,Directed,78335,,,1
280064371,1063494232126689280,Directed,78336,,,3
996200380013916160,1063494232126689280,Directed,78337,,,1
557289715,1063494232126689280,Directed,78338,,,1
1325684365,1063494232126689280,Directed,78339,,,1
446272806,1063494232126689280,Directed,78341,,,2
2369459569,1063494232126689280,Directed,78342,,,4
110475311,1063494232126689280,Directed,78343,,,1
2398652172,1063494232126689280,Directed,78346,,,1
16450356,1063494232126689280,Directed,78347,,,1
3082900265,1063494232126689280,Directed,78348,,,1
1058174548837888000,1063494232126689280,Directed,78350,,,1
1131717785648807937,1063494232126689280,Directed,78351,,,1
